center,left,right,steering,speed,throttle,brake
F:\Study Material\IMG\center_2018_05_22_01_01_10_683.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_10_683.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_10_683.jpg,1.0,0.0,1.0,4.235847
F:\Study Material\IMG\center_2018_05_22_01_01_10_809.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_10_809.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_10_809.jpg,1.0,0.0,1.0,4.573452
F:\Study Material\IMG\center_2018_05_22_01_01_10_910.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_10_910.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_10_910.jpg,0.6945123000000001,0.0,0.6945124,4.813674
F:\Study Material\IMG\center_2018_05_22_01_01_11_038.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_11_038.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_11_038.jpg,0.31338720000000003,0.0,0.31338720000000003,4.876199
F:\Study Material\IMG\center_2018_05_22_01_01_11_140.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_11_140.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_11_140.jpg,0.002264738,0.0,0.002264738,4.846488
F:\Study Material\IMG\center_2018_05_22_01_01_11_272.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_11_272.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_11_272.jpg,0.0,0.0,0.0,4.757867
F:\Study Material\IMG\center_2018_05_22_01_01_11_381.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_11_381.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_11_381.jpg,0.0,0.0,0.0,4.696244999999999
F:\Study Material\IMG\center_2018_05_22_01_01_11_527.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_11_527.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_11_527.jpg,-0.43496140000000005,0.43496140000000005,0.0,3.696039
F:\Study Material\IMG\center_2018_05_22_01_01_11_637.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_11_637.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_11_637.jpg,-0.7617845999999999,0.7617845999999999,0.0,2.8191319999999997
F:\Study Material\IMG\center_2018_05_22_01_01_11_800.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_11_800.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_11_800.jpg,-1.0,1.0,0.0,0.8974609
F:\Study Material\IMG\center_2018_05_22_01_01_11_907.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_11_907.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_11_907.jpg,-1.0,1.0,0.0,0.461747
F:\Study Material\IMG\center_2018_05_22_01_01_12_074.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_12_074.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_12_074.jpg,-1.0,1.0,0.0,2.027977
F:\Study Material\IMG\center_2018_05_22_01_01_12_181.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_12_181.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_12_181.jpg,-1.0,1.0,0.0,3.0030229999999998
F:\Study Material\IMG\center_2018_05_22_01_01_12_321.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_12_321.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_12_321.jpg,-1.0,1.0,0.0,4.519462
F:\Study Material\IMG\center_2018_05_22_01_01_12_426.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_12_426.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_12_426.jpg,-1.0,1.0,0.0,5.865474
F:\Study Material\IMG\center_2018_05_22_01_01_12_579.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_12_579.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_12_579.jpg,-1.0,1.0,0.0,7.413898
F:\Study Material\IMG\center_2018_05_22_01_01_12_683.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_12_683.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_12_683.jpg,-1.0,1.0,0.0,8.722824000000001
F:\Study Material\IMG\center_2018_05_22_01_01_12_810.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_12_810.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_12_810.jpg,-1.0,1.0,0.0,10.01682
F:\Study Material\IMG\center_2018_05_22_01_01_12_939.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_12_939.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_12_939.jpg,-1.0,1.0,0.0,11.29455
F:\Study Material\IMG\center_2018_05_22_01_01_13_101.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_13_101.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_13_101.jpg,-0.5168867,0.5168867,0.0,12.185880000000001
F:\Study Material\IMG\center_2018_05_22_01_01_13_231.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_13_231.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_13_231.jpg,-0.1265509,0.1265509,0.0,12.49863
F:\Study Material\IMG\center_2018_05_22_01_01_13_376.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_13_376.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_13_376.jpg,0.0,0.0,0.0,12.33592
F:\Study Material\IMG\center_2018_05_22_01_01_13_502.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_13_502.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_13_502.jpg,-0.08990727,0.0,0.0,12.2538
F:\Study Material\IMG\center_2018_05_22_01_01_13_653.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_13_653.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_13_653.jpg,-0.5369723000000001,0.447065,0.0,12.43008
F:\Study Material\IMG\center_2018_05_22_01_01_13_778.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_13_778.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_13_778.jpg,-0.9250537,0.8351464,0.0,13.134879999999999
F:\Study Material\IMG\center_2018_05_22_01_01_13_932.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_13_932.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_13_932.jpg,-1.0,1.0,0.0,14.888370000000002
F:\Study Material\IMG\center_2018_05_22_01_01_14_059.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_14_059.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_14_059.jpg,-1.0,1.0,0.0,16.10885
F:\Study Material\IMG\center_2018_05_22_01_01_14_205.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_14_205.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_14_205.jpg,-0.5651055,0.5651055,0.0,17.12418
F:\Study Material\IMG\center_2018_05_22_01_01_14_334.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_14_334.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_14_334.jpg,-0.1748045,0.1748045,0.0,17.51857
F:\Study Material\IMG\center_2018_05_22_01_01_14_477.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_14_477.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_14_477.jpg,0.0,0.0,0.0,17.09238
F:\Study Material\IMG\center_2018_05_22_01_01_14_574.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_14_574.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_14_574.jpg,0.0,0.3016749,0.0,17.443360000000002
F:\Study Material\IMG\center_2018_05_22_01_01_14_704.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_14_704.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_14_704.jpg,0.0,0.6854669,0.0,18.22994
F:\Study Material\IMG\center_2018_05_22_01_01_14_804.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_14_804.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_14_804.jpg,0.0,0.9908956,0.0,19.3455
F:\Study Material\IMG\center_2018_05_22_01_01_14_974.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_14_974.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_14_974.jpg,0.0,1.0,0.0,21.027379999999997
F:\Study Material\IMG\center_2018_05_22_01_01_15_076.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_15_076.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_15_076.jpg,-0.28025229999999995,1.0,0.0,21.97703
F:\Study Material\IMG\center_2018_05_22_01_01_15_196.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_15_196.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_15_196.jpg,-0.6672533,1.0,0.0,22.8908
F:\Study Material\IMG\center_2018_05_22_01_01_15_297.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_15_297.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_15_297.jpg,-0.9742363000000002,1.0,0.0,23.59279
F:\Study Material\IMG\center_2018_05_22_01_01_15_423.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_15_423.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_15_423.jpg,-0.6010833000000001,0.626847,0.0,24.49525
F:\Study Material\IMG\center_2018_05_22_01_01_15_553.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_15_553.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_15_553.jpg,-0.2080968,0.2338605,0.0,24.90606
F:\Study Material\IMG\center_2018_05_22_01_01_15_705.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_15_705.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_15_705.jpg,0.0,0.0,0.0,24.62055
F:\Study Material\IMG\center_2018_05_22_01_01_15_835.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_15_835.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_15_835.jpg,0.0,0.0,0.0,24.45125
F:\Study Material\IMG\center_2018_05_22_01_01_15_975.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_15_975.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_15_975.jpg,0.0,0.0,0.0,24.26514
F:\Study Material\IMG\center_2018_05_22_01_01_16_103.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_16_103.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_16_103.jpg,0.0,0.0,0.0,24.080389999999998
F:\Study Material\IMG\center_2018_05_22_01_01_16_252.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_16_252.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_16_252.jpg,0.0,0.4421277,0.0,24.56896
F:\Study Material\IMG\center_2018_05_22_01_01_16_353.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_16_353.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_16_353.jpg,0.0,0.735481,0.0,25.303179999999998
F:\Study Material\IMG\center_2018_05_22_01_01_16_464.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_16_464.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_16_464.jpg,0.0,1.0,0.0,26.575129999999998
F:\Study Material\IMG\center_2018_05_22_01_01_16_564.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_16_564.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_16_564.jpg,0.0,1.0,0.0,27.63562
F:\Study Material\IMG\center_2018_05_22_01_01_16_715.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_16_715.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_16_715.jpg,0.0,1.0,0.0,29.104290000000002
F:\Study Material\IMG\center_2018_05_22_01_01_16_818.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_16_818.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_16_818.jpg,-0.31170749999999997,1.0,0.0,30.090020000000003
F:\Study Material\IMG\center_2018_05_22_01_01_16_943.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_16_943.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_16_943.jpg,-0.6833986,1.0,0.0,30.16167
F:\Study Material\IMG\center_2018_05_22_01_01_17_042.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_17_042.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_17_042.jpg,-0.9837655000000001,1.0,0.0,30.066370000000003
F:\Study Material\IMG\center_2018_05_22_01_01_17_171.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_17_171.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_17_171.jpg,-0.59909,0.6153244000000001,0.0,30.11604
F:\Study Material\IMG\center_2018_05_22_01_01_17_273.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_17_273.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_17_273.jpg,-0.2898472,0.3060817,0.0,30.09442
F:\Study Material\IMG\center_2018_05_22_01_01_17_397.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_17_397.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_17_397.jpg,0.0,0.0,0.0,29.774929999999998
F:\Study Material\IMG\center_2018_05_22_01_01_17_527.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_17_527.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_17_527.jpg,0.0,0.0,0.0,29.51769
F:\Study Material\IMG\center_2018_05_22_01_01_17_674.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_17_674.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_17_674.jpg,-0.4377607,0.0,0.0,29.05661
F:\Study Material\IMG\center_2018_05_22_01_01_17_774.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_17_774.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_17_774.jpg,-0.7404745,0.0,0.0,28.618159999999996
F:\Study Material\IMG\center_2018_05_22_01_01_17_900.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_17_900.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_17_900.jpg,-1.0,0.0,0.0,27.751179999999998
F:\Study Material\IMG\center_2018_05_22_01_01_18_001.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_18_001.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_18_001.jpg,-0.6921093,0.0,0.0,27.48804
F:\Study Material\IMG\center_2018_05_22_01_01_18_142.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_18_142.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_18_142.jpg,-0.2786775,0.4134318,0.0,14.91816
F:\Study Material\IMG\center_2018_05_22_01_01_18_244.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_18_244.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_18_244.jpg,0.0,0.7230226,0.0,8.732714999999999
F:\Study Material\IMG\center_2018_05_22_01_01_18_373.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_18_373.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_18_373.jpg,0.0,1.0,0.0,6.832687
F:\Study Material\IMG\center_2018_05_22_01_01_18_476.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_18_476.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_18_476.jpg,0.0,1.0,0.0,5.960575
F:\Study Material\IMG\center_2018_05_22_01_01_18_645.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_18_645.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_18_645.jpg,0.0,1.0,0.0,4.595937
F:\Study Material\IMG\center_2018_05_22_01_01_18_752.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_18_752.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_18_752.jpg,0.0,1.0,0.0,3.519678
F:\Study Material\IMG\center_2018_05_22_01_01_18_913.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_18_913.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_18_913.jpg,0.0,0.522642,0.0,1.7373560000000001
F:\Study Material\IMG\center_2018_05_22_01_01_19_020.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_19_020.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_19_020.jpg,0.0,0.19412120000000002,0.0,0.6850136
F:\Study Material\IMG\center_2018_05_22_01_01_19_170.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_19_170.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_19_170.jpg,0.0,0.0,0.0,0.06621578
F:\Study Material\IMG\center_2018_05_22_01_01_19_276.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_19_276.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_19_276.jpg,0.0,0.0,0.0,0.04097706
F:\Study Material\IMG\center_2018_05_22_01_01_19_415.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_19_415.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_19_415.jpg,0.40737270000000003,0.0,0.40737270000000003,0.1016751
F:\Study Material\IMG\center_2018_05_22_01_01_19_527.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_19_527.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_19_527.jpg,0.7432069,0.0,0.7432069,0.2916647
F:\Study Material\IMG\center_2018_05_22_01_01_19_668.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_19_668.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_19_668.jpg,1.0,0.0,1.0,0.598796
F:\Study Material\IMG\center_2018_05_22_01_01_19_777.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_19_777.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_19_777.jpg,0.6681511,0.0,0.9246302,0.8935799000000001
F:\Study Material\IMG\center_2018_05_22_01_01_19_936.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_19_936.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_19_936.jpg,0.19705699999999998,0.0,0.453536,1.022181
F:\Study Material\IMG\center_2018_05_22_01_01_20_049.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_20_049.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_20_049.jpg,-0.09606683,0.0,0.3040373,1.041109
F:\Study Material\IMG\center_2018_05_22_01_01_20_212.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_20_212.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_20_212.jpg,-0.5789994,0.0,0.7869699,1.3981219999999999
F:\Study Material\IMG\center_2018_05_22_01_01_20_323.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_20_323.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_20_323.jpg,-0.9209129,0.0,1.0,1.6710169999999998
F:\Study Material\IMG\center_2018_05_22_01_01_20_513.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_20_513.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_20_513.jpg,-1.0,0.0,1.0,2.2284900000000003
F:\Study Material\IMG\center_2018_05_22_01_01_20_624.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_20_624.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_20_624.jpg,-1.0,0.0,1.0,2.572094
F:\Study Material\IMG\center_2018_05_22_01_01_20_808.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_20_808.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_20_808.jpg,-1.0,0.0,1.0,3.042316
F:\Study Material\IMG\center_2018_05_22_01_01_20_922.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_20_922.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_20_922.jpg,-0.9175054,0.0,0.9175054,3.3257809999999997
F:\Study Material\IMG\center_2018_05_22_01_01_21_075.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_21_075.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_21_075.jpg,-0.4600089,0.0,0.4600089,3.422682
F:\Study Material\IMG\center_2018_05_22_01_01_21_195.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_21_195.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_21_195.jpg,-0.09694333,0.0,0.09694333,3.389219
F:\Study Material\IMG\center_2018_05_22_01_01_21_368.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_21_368.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_21_368.jpg,0.0,0.0,0.0,3.201522
F:\Study Material\IMG\center_2018_05_22_01_01_21_491.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_21_491.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_21_491.jpg,-0.09953685,0.0,0.14667,3.088592
F:\Study Material\IMG\center_2018_05_22_01_01_21_658.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_21_658.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_21_658.jpg,-0.5964794,0.0,0.6436125,3.2475970000000003
F:\Study Material\IMG\center_2018_05_22_01_01_21_784.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_21_784.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_21_784.jpg,-0.9789860999999999,0.0,1.0,3.5193559999999997
F:\Study Material\IMG\center_2018_05_22_01_01_21_944.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_21_944.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_21_944.jpg,-1.0,0.0,1.0,3.9061
F:\Study Material\IMG\center_2018_05_22_01_01_22_045.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_22_045.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_22_045.jpg,-0.6956503,0.0,0.6956503,4.0813120000000005
F:\Study Material\IMG\center_2018_05_22_01_01_22_161.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_22_161.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_22_161.jpg,-0.3503257,0.0,0.3503257,4.089603
F:\Study Material\IMG\center_2018_05_22_01_01_22_288.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_22_288.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_22_288.jpg,0.0,0.0,0.0,3.9518910000000003
F:\Study Material\IMG\center_2018_05_22_01_01_22_473.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_22_473.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_22_473.jpg,0.0,0.0,0.0,3.72842
F:\Study Material\IMG\center_2018_05_22_01_01_22_594.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_22_594.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_22_594.jpg,0.0,0.0,0.0,3.5990279999999997
F:\Study Material\IMG\center_2018_05_22_01_01_22_754.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_22_754.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_22_754.jpg,0.0,0.0,0.0,3.4286830000000004
F:\Study Material\IMG\center_2018_05_22_01_01_22_873.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_22_873.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_22_873.jpg,0.0,0.36101469999999997,0.0,2.937183
F:\Study Material\IMG\center_2018_05_22_01_01_23_054.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_23_054.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_23_054.jpg,0.0,0.8897831,0.0,0.9496558
F:\Study Material\IMG\center_2018_05_22_01_01_23_174.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_23_174.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_23_174.jpg,0.0,1.0,0.0,0.40361790000000003
F:\Study Material\IMG\center_2018_05_22_01_01_23_321.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_23_321.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_23_321.jpg,0.0,1.0,0.0,1.847433
F:\Study Material\IMG\center_2018_05_22_01_01_23_432.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_23_432.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_23_432.jpg,0.0,1.0,0.0,3.04448
F:\Study Material\IMG\center_2018_05_22_01_01_23_608.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_23_608.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_23_608.jpg,0.520981,1.0,0.0,5.051579
F:\Study Material\IMG\center_2018_05_22_01_01_23_717.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_23_717.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_23_717.jpg,0.8554335999999999,1.0,0.0,6.215189
F:\Study Material\IMG\center_2018_05_22_01_01_23_876.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_23_876.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_23_876.jpg,1.0,1.0,0.0,8.044594
F:\Study Material\IMG\center_2018_05_22_01_01_23_984.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_23_984.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_23_984.jpg,0.6720135,1.0,0.0,9.53002
F:\Study Material\IMG\center_2018_05_22_01_01_24_120.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_24_120.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_24_120.jpg,0.26655120000000004,1.0,0.0,10.96332
F:\Study Material\IMG\center_2018_05_22_01_01_24_230.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_24_230.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_24_230.jpg,0.0,1.0,0.0,12.04618
F:\Study Material\IMG\center_2018_05_22_01_01_24_364.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_24_364.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_24_364.jpg,0.0,0.6095424,0.0,13.2867
F:\Study Material\IMG\center_2018_05_22_01_01_24_466.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_24_466.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_24_466.jpg,0.0,0.29113720000000004,0.0,13.58929
F:\Study Material\IMG\center_2018_05_22_01_01_24_608.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_24_608.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_24_608.jpg,0.0,0.0,0.0,13.7683
F:\Study Material\IMG\center_2018_05_22_01_01_24_708.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_24_708.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_24_708.jpg,0.0,0.1106497,0.0,13.4481
F:\Study Material\IMG\center_2018_05_22_01_01_24_839.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_24_839.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_24_839.jpg,0.0,0.4951326,0.0,14.25645
F:\Study Material\IMG\center_2018_05_22_01_01_24_941.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_24_941.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_24_941.jpg,0.0,0.8115243000000001,0.0,15.2135
F:\Study Material\IMG\center_2018_05_22_01_01_25_084.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_25_084.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_25_084.jpg,0.0,1.0,0.0,16.639570000000003
F:\Study Material\IMG\center_2018_05_22_01_01_25_186.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_25_186.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_25_186.jpg,0.0,1.0,0.0,17.96847
F:\Study Material\IMG\center_2018_05_22_01_01_25_317.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_25_317.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_25_317.jpg,0.0,1.0,0.0,19.2833
F:\Study Material\IMG\center_2018_05_22_01_01_25_417.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_25_417.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_25_417.jpg,0.0,1.0,0.0,20.444589999999998
F:\Study Material\IMG\center_2018_05_22_01_01_25_554.jpg, F:\Study Material\IMG\left_2018_05_22_01_01_25_554.jpg, F:\Study Material\IMG\right_2018_05_22_01_01_25_554.jpg,0.0,1.0,0.0,21.89516
